PG.ProteinGroups,R.FileName,protein_intensity,R.Condition,R.Replicate,intensity_rank,raw_protein_intensity
Q8ZLN3,E1_250721_25...E012_sample_22,48415.9640574869,EM9661,4,854,42554.4558944362
Q8ZLN3,E1_250721_25...E012_sample_05,37551.40807291925,EM9662,1,1041,34912.084038469
Q8ZLN3,E1_250721_25...E012_sample_11,44671.12963420624,EM9662,2,921,42904.7856477202
Q8ZLN3,E1_250721_25...E012_sample_17,43298.67926904392,EM9662,3,950,41221.8674470761
Q8ZLN3,E1_250721_25...E012_sample_23,43813.5798163235,EM9662,4,941,40898.8117020061
Q8ZLN3,E1_250721_25...E012_sample_01,47810.732224717176,TH9677,1,844,50773.0566349166
Q8ZLN3,E1_250721_25...E012_sample_07,43469.31839147444,TH9677,2,922,42358.6225787331
Q8ZLN3,E1_250721_25...E012_sample_13,44701.59904542895,TH9677,3,895,45870.0265352623
Q8ZLN3,E1_250721_25...E012_sample_19,48995.3149011309,TH9677,4,845,50616.414289302404
Q8ZLN4,E1_250721_25...E012_sample_06,576151.4378887385,EM16223,1,99,546963.25
Q8ZLN4,E1_250721_25...E012_sample_12,712496.1717509134,EM16223,2,86,647864.25
Q8ZLN4,E1_250721_25...E012_sample_18,342030.80663271004,EM16223,3,153,326198.96875
Q8ZLN4,E1_250721_25...E012_sample_24,720589.6744500491,EM16223,4,83,731301.8125
Q8ZLN4,E1_250721_25...E012_sample_02,618574.2176438611,EM8513,1,90,678700.187500001
Q8ZLN4,E1_250721_25...E012_sample_08,515993.7889264144,EM8513,2,108,562251.375
Q8ZLN4,E1_250721_25...E012_sample_14,502500.45044639445,EM8513,3,111,602114.0625
Q8ZLN4,E1_250721_25...E012_sample_20,573006.1434786489,EM8513,4,102,602620.4375
Q8ZLN4,E1_250721_25...E012_sample_03,639093.5024786447,EM9660,1,85,647784.9375
Q8ZLN4,E1_250721_25...E012_sample_09,461744.7833624151,EM9660,2,116,488174.875
Q8ZLN4,E1_250721_25...E012_sample_15,438923.9293409718,EM9660,3,121,465774.09375
Q8ZLN4,E1_250721_25...E012_sample_21,643155.4124183108,EM9660,4,85,701828.562500001
Q8ZLN4,E1_250721_25...E012_sample_04,653571.1000799467,EM9661,1,90,614695.5
Q8ZLN4,E1_250721_25...E012_sample_10,712893.995401418,EM9661,2,79,677226.062499999
Q8ZLN4,E1_250721_25...E012_sample_16,732706.8705080703,EM9661,3,83,705896.499999999
Q8ZLN4,E1_250721_25...E012_sample_22,813877.7986637229,EM9661,4,77,715345.1875
Q8ZLN4,E1_250721_25...E012_sample_05,647861.4035463934,EM9662,1,98,602326.0625
Q8ZLN4,E1_250721_25...E012_sample_11,718582.5171497789,EM9662,2,85,690169
Q8ZLN4,E1_250721_25...E012_sample_17,724023.046948223,EM9662,3,84,689295.4375
Q8ZLN4,E1_250721_25...E012_sample_23,804090.4598244984,EM9662,4,77,750597.062499999
Q8ZLN4,E1_250721_25...E012_sample_01,677035.4739432522,TH9677,1,82,718984.1875
Q8ZLN4,E1_250721_25...E012_sample_07,817593.41613166,TH9677,2,78,796702.875
Q8ZLN4,E1_250721_25...E012_sample_13,688341.8573102751,TH9677,3,86,706334.000000001
Q8ZLN4,E1_250721_25...E012_sample_19,668047.1898351789,TH9677,4,88,690150.75
Q8ZLN9,E1_250721_25...E012_sample_06,16599.721059140953,EM16223,1,1734,15758.7689321267
Q8ZLN9,E1_250721_25...E012_sample_12,16089.711607528541,EM16223,2,1728,14630.1823878037
Q8ZLN9,E1_250721_25...E012_sample_18,16760.3610896844,EM16223,3,1717,15984.561616415
Q8ZLN9,E1_250721_25...E012_sample_24,18973.659605987155,EM16223,4,1600,19255.7181314125
Q8ZLN9,E1_250721_25...E012_sample_02,18677.430080860282,EM8513,1,1631,20492.8930697793
Q8ZLN9,E1_250721_25...E012_sample_08,20179.158084442468,EM8513,2,1568,21988.1704446992
Q8ZLN9,E1_250721_25...E012_sample_14,17120.205854687865,EM8513,3,1725,20514.0446915919
Q8ZLN9,E1_250721_25...E012_sample_20,15662.747958415554,EM8513,4,1836,16472.2353059803
Q8ZLN9,E1_250721_25...E012_sample_03,19235.506877566386,EM9660,1,1605,19497.1026495165
Q8ZLN9,E1_250721_25...E012_sample_09,16070.717522073259,EM9660,2,1754,16990.5991365381
Q8ZLN9,E1_250721_25...E012_sample_15,16323.786064865284,EM9660,3,1752,17322.3562277578
Q8ZLN9,E1_250721_25...E012_sample_21,17206.848743618993,EM9660,4,1699,18776.5782355488
Q8ZLN9,E1_250721_25...E012_sample_04,17222.76410446049,EM9661,1,1694,16198.3227093095
Q8ZLN9,E1_250721_25...E012_sample_10,18368.17159429771,EM9661,2,1625,17449.1643980339
Q8ZLN9,E1_250721_25...E012_sample_16,17145.44318444385,EM9661,3,1700,16518.0767671189
Q8ZLN9,E1_250721_25...E012_sample_22,19978.88533385468,EM9661,4,1572,17560.1294182646
Q8ZLN9,E1_250721_25...E012_sample_05,24066.48412642042,EM9662,1,1407,22374.9563451923
Q8ZLN9,E1_250721_25...E012_sample_11,18587.42254123276,EM9662,2,1619,17852.456080818
Q8ZLN9,E1_250721_25...E012_sample_17,22606.665985417738,EM9662,3,1459,21522.3421222795
Q8ZLN9,E1_250721_25...E012_sample_23,20956.33860050294,EM9662,4,1535,19562.1848289632
Q8ZLN9,E1_250721_25...E012_sample_01,19876.038937171583,TH9677,1,1548,21107.546437306
Q8ZLN9,E1_250721_25...E012_sample_07,21230.70352784112,TH9677,2,1505,20688.232323265
Q8ZLN9,E1_250721_25...E012_sample_13,18603.188739885325,TH9677,3,1614,19089.4460010663
Q8ZLN9,E1_250721_25...E012_sample_19,17391.040591093424,TH9677,4,1681,17966.4548999672
Q8ZLP2,E1_250721_25...E012_sample_06,13072.2473591239,EM16223,1,1931,12409.9992296315
Q8ZLP2,E1_250721_25...E012_sample_12,12433.999345973449,EM16223,2,1930,11306.0869379601
Q8ZLP2,E1_250721_25...E012_sample_18,10529.770415628154,EM16223,3,2072,10042.3709915716
Q8ZLP2,E1_250721_25...E012_sample_24,14118.378640629051,EM16223,4,1849,14328.2595567764
Q8ZLP2,E1_250721_25...E012_sample_02,13351.903071924606,EM8513,1,1928,14649.7200496229
Q8ZLP2,E1_250721_25...E012_sample_08,12260.632169258944,EM8513,2,1992,13359.76797294
Q8ZLP2,E1_250721_25...E012_sample_14,10897.581427643816,EM8513,3,2096,13057.8729212963
Q8ZLP2,E1_250721_25...E012_sample_20,13455.127568195127,EM8513,4,1961,14150.519944759
Q8ZLP2,E1_250721_25...E012_sample_03,15062.817157873687,EM9660,1,1808,15267.6658944959
Q8ZLP2,E1_250721_25...E012_sample_09,12189.31691032152,EM9660,2,1983,12887.0286648396
Q8ZLP2,E1_250721_25...E012_sample_15,14060.990717122988,EM9660,3,1892,14921.1395658664
Q8ZLP2,E1_250721_25...E012_sample_21,14332.396728194153,EM9660,4,1856,15639.898535730401
Q8ZLP2,E1_250721_25...E012_sample_04,13034.344297845235,EM9661,1,1918,12259.0377456348
Q8ZLP2,E1_250721_25...E012_sample_10,17089.24469022163,EM9661,2,1673,16234.2255192388
Q8ZLP2,E1_250721_25...E012_sample_16,14118.630894848851,EM9661,3,1852,13602.0181256863
Q8ZLP2,E1_250721_25...E012_sample_22,13463.657969169486,EM9661,4,1861,11833.6720207929
Q8ZLP2,E1_250721_25...E012_sample_05,14334.98970503151,EM9662,1,1813,13327.4460521113
Q8ZLP2,E1_250721_25...E012_sample_11,14638.528589631982,EM9662,2,1805,14059.7055968617
Q8ZLP2,E1_250721_25...E012_sample_17,13137.575278502434,EM9662,3,1880,12507.4343109027
Q8ZLP2,E1_250721_25...E012_sample_23,15370.923019973028,EM9662,4,1773,14348.347907552
Q8ZLP2,E1_250721_25...E012_sample_01,15872.913186086149,TH9677,1,1728,16856.3894058419
Q8ZLP2,E1_250721_25...E012_sample_07,14064.805933700234,TH9677,2,1835,13705.4324345141
Q8ZLP2,E1_250721_25...E012_sample_13,12270.664107762957,TH9677,3,1977,12591.399418539
Q8ZLP2,E1_250721_25...E012_sample_19,12587.806003463482,TH9677,4,1957,13004.2965322378
Q8ZLP3,E1_250721_25...E012_sample_06,56614.03199079647,EM16223,1,767,53745.930144272
Q8ZLP3,E1_250721_25...E012_sample_12,66530.89365372543,EM16223,2,659,60495.7461215234
Q8ZLP3,E1_250721_25...E012_sample_18,58307.746766910685,EM16223,3,735,55608.8121206198
Q8ZLP3,E1_250721_25...E012_sample_24,56436.289126097065,EM16223,4,765,57275.2594049969
Q8ZLP3,E1_250721_25...E012_sample_02,55122.2103183664,EM8513,1,775,60480.1386986179
Q8ZLP3,E1_250721_25...E012_sample_08,55333.23082327047,EM8513,2,768,60293.7201595133
Q8ZLP3,E1_250721_25...E012_sample_14,52960.3773045948,EM8513,3,796,63459.0235731622
Q8ZLP3,E1_250721_25...E012_sample_20,56389.19476621443,EM8513,4,760,59303.5198785003
Q8ZLP3,E1_250721_25...E012_sample_03,63595.502453258465,EM9660,1,690,64460.3777415836
Q8ZLP3,E1_250721_25...E012_sample_09,60215.052359250294,EM9660,2,720,63661.7385139433
Q8ZLP3,E1_250721_25...E012_sample_15,57354.12870425661,EM9660,3,745,60862.6359473182
Q8ZLP3,E1_250721_25...E012_sample_21,60985.76869076305,EM9660,4,703,66549.3184800527
Q8ZLP3,E1_250721_25...E012_sample_04,60546.580735727424,EM9661,1,708,56945.1597754028
Q8ZLP3,E1_250721_25...E012_sample_10,55240.48143092181,EM9661,2,769,52476.6570785919
Q8ZLP3,E1_250721_25...E012_sample_16,62077.93415813013,EM9661,3,712,59806.4495001508
Q8ZLP3,E1_250721_25...E012_sample_22,67023.95495892424,EM9661,4,665,58909.6590493104
Q8ZLP3,E1_250721_25...E012_sample_05,71074.08059680359,EM9662,1,643,66078.5947076638
Q8ZLP3,E1_250721_25...E012_sample_11,73437.55940972223,EM9662,2,633,70533.7601884407
Q8ZLP3,E1_250721_25...E012_sample_17,64040.77611112545,EM9662,3,704,60969.0740832378
Q8ZLP3,E1_250721_25...E012_sample_23,64972.24337837172,EM9662,4,705,60649.8615025043
Q8ZLP3,E1_250721_25...E012_sample_01,57259.234236911514,TH9677,1,737,60806.9821879801
Q8ZLP3,E1_250721_25...E012_sample_07,63678.169273998086,TH9677,2,679,62051.1118782802
Q8ZLP3,E1_250721_25...E012_sample_13,58342.55999382206,TH9677,3,727,59867.5401372562
Q8ZLP3,E1_250721_25...E012_sample_19,52659.01328512683,TH9677,4,791,54401.3328189536
Q8ZLP4,E1_250721_25...E012_sample_06,9279.002181619628,EM16223,1,2175,8808.92219693784
Q8ZLP4,E1_250721_25...E012_sample_12,8942.43445944898,EM16223,2,2138,8131.24873360085
Q8ZLP4,E1_250721_25...E012_sample_18,9271.706784853264,EM16223,3,2163,8842.54030081942
Q8ZLP4,E1_250721_25...E012_sample_24,8923.816164069676,EM16223,4,2181,9056.47578170138
Q8ZLP4,E1_250721_25...E012_sample_02,9597.770742868257,EM8513,1,2176,10530.6826844133
Q8ZLP4,E1_250721_25...E012_sample_08,8464.470652276475,EM8513,2,2233,9223.28982446007
Q8ZLP4,E1_250721_25...E012_sample_14,9523.306303382018,EM8513,3,2190,11411.1671773972
Q8ZLP4,E1_250721_25...E012_sample_20,11078.63513191655,EM8513,4,2134,11651.2048362483
Q8ZLP4,E1_250721_25...E012_sample_03,10151.543765464512,EM9660,1,2116,10289.6010022566
Q8ZLP4,E1_250721_25...E012_sample_09,10803.355962232523,EM9660,2,2074,11421.7358516511
Q8ZLP4,E1_250721_25...E012_sample_15,10550.990013357006,EM9660,3,2106,11196.4226216042
Q8ZLP4,E1_250721_25...E012_sample_21,9974.454998911604,EM9660,4,2145,10884.3947799261
Q8ZLP4,E1_250721_25...E012_sample_04,9894.326003636663,EM9661,1,2116,9305.79346183525
Q8ZLP4,E1_250721_25...E012_sample_10,10893.141042664029,EM9661,2,2010,10348.1289843472
Q8ZLP4,E1_250721_25...E012_sample_16,10028.470849414443,EM9661,3,2094,9661.52053145747
Q8ZLP4,E1_250721_25...E012_sample_22,10583.343059685385,EM9661,4,2046,9302.0641892893509
Q8ZLP4,E1_250721_25...E012_sample_05,10466.275165739182,EM9662,1,2042,9730.64651654276
Q8ZLP4,E1_250721_25...E012_sample_11,11267.762935030689,EM9662,2,1999,10822.2236020338
Q8ZLP4,E1_250721_25...E012_sample_17,10273.143863172292,EM9662,3,2043,9780.39473123593
Q8ZLP4,E1_250721_25...E012_sample_23,11248.602361885103,EM9662,4,2031,10500.2711907617
Q8ZLP4,E1_250721_25...E012_sample_01,8411.399388605918,TH9677,1,2181,8932.56467040267
Q8ZLP4,E1_250721_25...E012_sample_07,7659.147062543745,TH9677,2,2221,7463.44621223536
Q8ZLP4,E1_250721_25...E012_sample_13,9195.827283658122,TH9677,3,2178,9436.19133370175
Q8ZLP4,E1_250721_25...E012_sample_19,9512.272957231191,TH9677,4,2169,9827.00386369041
Q8ZLP7,E1_250721_25...E012_sample_06,27785.368723471143,EM16223,1,1286,26377.744773368
Q8ZLP7,E1_250721_25...E012_sample_12,28098.80118060423,EM16223,2,1277,25549.9039497091
Q8ZLP7,E1_250721_25...E012_sample_18,25723.542049569383,EM16223,3,1350,24532.8570597954
Q8ZLP7,E1_250721_25...E012_sample_24,27674.97733116006,EM16223,4,1295,28086.3878581384
Q8ZLP7,E1_250721_25...E012_sample_02,17511.898504280784,EM8513,1,1697,19214.0707765147
Q8ZLP7,E1_250721_25...E012_sample_08,22662.629328075407,EM8513,2,1474,24694.2788349006
Q8ZLP7,E1_250721_25...E012_sample_14,19586.581636483614,EM8513,3,1601,23469.3446128346
Q8ZLP7,E1_250721_25...E012_sample_20,13824.68877524473,EM8513,4,1937,14539.1809369837
Q8ZLP7,E1_250721_25...E012_sample_03,18819.810375755205,EM9660,1,1624,19075.7528291845
Q8ZLP7,E1_250721_25...E012_sample_09,24580.390091636316,EM9660,2,1392,25987.3620510783
Q8ZLP7,E1_250721_25...E012_sample_15,24020.098039777702,EM9660,3,1413,25489.4724310472
Q8ZLP7,E1_250721_25...E012_sample_21,23092.74606194115,EM9660,4,1440,25199.4284116955
Q8ZLP7,E1_250721_25...E012_sample_04,27731.94267730878,EM9661,1,1277,26082.3961890519
Q8ZLP7,E1_250721_25...E012_sample_10,29163.726863486725,EM9661,2,1236,27704.5900778887
Q8ZLP7,E1_250721_25...E012_sample_16,28042.9393184807,EM9661,3,1291,27016.8242054308
Q8ZLP7,E1_250721_25...E012_sample_22,23085.629810850052,EM9661,4,1452,20290.753983844
Q8ZLP7,E1_250721_25...E012_sample_05,26846.28319758397,EM9662,1,1325,24959.375512486
Q8ZLP7,E1_250721_25...E012_sample_11,31075.96156351146,EM9662,2,1190,29847.1849849593
Q8ZLP7,E1_250721_25...E012_sample_17,31020.43063404893,EM9662,3,1186,29532.5423623763
Q8ZLP7,E1_250721_25...E012_sample_23,31842.531348796507,EM9662,4,1210,29724.1562823509
Q8ZLP7,E1_250721_25...E012_sample_01,26920.957254606106,TH9677,1,1315,28588.9636855979
Q8ZLP7,E1_250721_25...E012_sample_07,30560.12385868701,TH9677,2,1203,29779.2742189246
Q8ZLP7,E1_250721_25...E012_sample_13,26360.418203757054,TH9677,3,1341,27049.4368950453
Q8ZLP7,E1_250721_25...E012_sample_19,25000.529275970213,TH9677,4,1379,25827.717401917
Q8ZLP8,E1_250721_25...E012_sample_06,17859.51862556591,EM16223,1,1666,16954.7443753173
Q8ZLP8,E1_250721_25...E012_sample_12,18887.03532417453,EM16223,2,1596,17173.7553970993
Q8ZLP8,E1_250721_25...E012_sample_18,18685.522343117518,EM16223,3,1624,17820.6114790863
Q8ZLP8,E1_250721_25...E012_sample_24,16935.870049633133,EM16223,4,1694,17187.6352141925
Q8ZLP8,E1_250721_25...E012_sample_02,13702.810668106307,EM8513,1,1910,15034.7361795076
Q8ZLP8,E1_250721_25...E012_sample_08,13761.44264905059,EM8513,2,1901,14995.1224558553
Q8ZLP8,E1_250721_25...E012_sample_14,12856.44513155006,EM8513,3,1958,15405.0536682887
Q8ZLP8,E1_250721_25...E012_sample_20,11837.669197301639,EM8513,4,2075,12449.4675525656
Q8ZLP8,E1_250721_25...E012_sample_03,16302.395898206092,EM9660,1,1750,16524.1024467661
Q8ZLP8,E1_250721_25...E012_sample_09,15175.261786142062,EM9660,2,1800,16043.8878628925
Q8ZLP8,E1_250721_25...E012_sample_15,13914.833739492233,EM9660,3,1905,14766.0417704388
Q8ZLP8,E1_250721_25...E012_sample_21,13998.612885219729,EM9660,4,1875,15275.6645882625
Q8ZLP8,E1_250721_25...E012_sample_04,18780.400026491894,EM9661,1,1618,17663.3076081123
Q8ZLP8,E1_250721_25...E012_sample_10,18739.342267027718,EM9661,2,1610,17801.7644407189
Q8ZLP8,E1_250721_25...E012_sample_16,18219.195004225196,EM9661,3,1651,17552.5390902669
Q8ZLP8,E1_250721_25...E012_sample_22,20095.198888608433,EM9661,4,1562,17662.3614017033
Q8ZLP8,E1_250721_25...E012_sample_05,20787.825195203364,EM9662,1,1535,19326.7399928826
Q8ZLP8,E1_250721_25...E012_sample_11,20691.379642801192,EM9662,2,1534,19873.2204804196
Q8ZLP8,E1_250721_25...E012_sample_17,23294.39026159363,EM9662,3,1432,22177.0798517263
Q8ZLP8,E1_250721_25...E012_sample_23,17958.079241898147,EM9662,4,1656,16763.3894450793
Q8ZLP8,E1_250721_25...E012_sample_01,20042.181819488003,TH9677,1,1541,21283.9834333698
Q8ZLP8,E1_250721_25...E012_sample_07,19493.328878241675,TH9677,2,1573,18995.2497833162
Q8ZLP8,E1_250721_25...E012_sample_13,15312.121473125815,TH9677,3,1799,15712.3555595773
Q8ZLP8,E1_250721_25...E012_sample_19,16500.7956490399,TH9677,4,1720,17046.7545797046
Q8ZLQ0,E1_250721_25...E012_sample_06,53039.49812702496,EM16223,1,811,50352.484375
Q8ZLQ0,E1_250721_25...E012_sample_12,1445.5314004917188,EM16223,2,2731,1314.40441894531
Q8ZLQ0,E1_250721_25...E012_sample_18,18103.333755583455,EM16223,3,1661,17265.37109375
Q8ZLQ0,E1_250721_25...E012_sample_24,46665.83389490551,EM16223,4,879,47359.55859375
Q8ZLQ0,E1_250721_25...E012_sample_02,40034.960401544755,EM8513,1,1000,43926.39453125
Q8ZLQ0,E1_250721_25...E012_sample_08,47115.768199238555,EM8513,2,864,51339.58203125
Q8ZLQ0,E1_250721_25...E012_sample_14,38051.56830377654,EM8513,3,1021,45594.75390625
Q8ZLQ0,E1_250721_25...E012_sample_20,41836.67002841217,EM8513,4,963,43998.88671875
Q8ZLQ0,E1_250721_25...E012_sample_03,48797.93644338848,EM9660,1,841,49461.5703125
Q8ZLQ0,E1_250721_25...E012_sample_09,39918.53928928662,EM9660,2,992,42203.4609375
Q8ZLQ0,E1_250721_25...E012_sample_15,36090.75433930744,EM9660,3,1083,38298.5234375
Q8ZLQ0,E1_250721_25...E012_sample_21,34289.600312523224,EM9660,4,1101,37417.73828125
Q8ZLQ0,E1_250721_25...E012_sample_04,41897.01718388969,EM9661,1,948,39404.90625
Q8ZLQ0,E1_250721_25...E012_sample_10,37978.272422289796,EM9661,2,1026,36078.12109375
Q8ZLQ0,E1_250721_25...E012_sample_16,47542.99830982698,EM9661,3,876,45803.359375
Q8ZLQ0,E1_250721_25...E012_sample_22,61539.020726413844,EM9661,4,715,54088.76171875
Q8ZLQ0,E1_250721_25...E012_sample_05,40202.560356467635,EM9662,1,998,37376.8984375
Q8ZLQ0,E1_250721_25...E012_sample_11,30452.338564907783,EM9662,2,1207,29248.220703125
Q8ZLQ0,E1_250721_25...E012_sample_17,42528.88489439853,EM9662,3,962,40488.99609375
Q8ZLQ0,E1_250721_25...E012_sample_23,38002.04076258107,EM9662,4,1057,35473.89453125
Q8ZLQ0,E1_250721_25...E012_sample_01,53725.25071337079,TH9677,1,780,57054.03515625
Q8ZLQ0,E1_250721_25...E012_sample_07,42148.17727515367,TH9677,2,943,41071.23828125
Q8ZLQ0,E1_250721_25...E012_sample_13,38148.15030928434,TH9677,3,1016,39145.28125
Q8ZLQ0,E1_250721_25...E012_sample_19,37084.54485806348,TH9677,4,1043,38311.5546875
Q8ZLQ1,E1_250721_25...E012_sample_06,80339.319602849675,EM16223,1,569,76269.2800243418
Q8ZLQ1,E1_250721_25...E012_sample_12,86673.84437115342,EM16223,2,533,78811.4903693334
Q8ZLQ1,E1_250721_25...E012_sample_18,74935.85698256128,EM16223,3,599,71467.2444589419
Q8ZLQ1,E1_250721_25...E012_sample_24,81000.05718327581,EM16223,4,568,82204.1873913077
Q8ZLQ1,E1_250721_25...E012_sample_02,69641.25900013783,EM8513,1,646,76410.4519602568
Q8ZLQ1,E1_250721_25...E012_sample_08,71396.51447288031,EM8513,2,635,77797.0380537063
Q8ZLQ1,E1_250721_25...E012_sample_14,58648.92926176051,EM8513,3,733,70275.2505549065
Q8ZLQ1,E1_250721_25...E012_sample_20,64663.5644560672,EM8513,4,681,68005.528293741
Q8ZLQ1,E1_250721_25...E012_sample_03,74071.84456022365,EM9660,1,615,75079.1942225348
Q8ZLQ1,E1_250721_25...E012_sample_09,73075.34957083402,EM9660,2,628,77258.1541312697
Q8ZLQ1,E1_250721_25...E012_sample_15,71878.56240694081,EM9660,3,632,76275.5685601681
Q8ZLQ1,E1_250721_25...E012_sample_21,71749.76438553869,EM9660,4,628,78295.2813987432
Q8ZLQ1,E1_250721_25...E012_sample_04,80271.85790999913,EM9661,1,585,75497.1415166309
Q8ZLQ1,E1_250721_25...E012_sample_10,74974.55369606952,EM9661,2,608,71223.3825993913
Q8ZLQ1,E1_250721_25...E012_sample_16,74915.79075127619,EM9661,3,619,72174.557950287
Q8ZLQ1,E1_250721_25...E012_sample_22,79598.16558114959,EM9661,4,573,69961.5652076903
Q8ZLQ1,E1_250721_25...E012_sample_05,67821.40325018558,EM9662,1,660,63054.533808146
Q8ZLQ1,E1_250721_25...E012_sample_11,67747.73254499907,EM9662,2,674,65068.9151307358
Q8ZLQ1,E1_250721_25...E012_sample_17,70602.21908320545,EM9662,3,652,67215.7988568963
Q8ZLQ1,E1_250721_25...E012_sample_23,71472.37045276066,EM9662,4,650,66717.5572801385
Q8ZLQ1,E1_250721_25...E012_sample_01,72518.05964403172,TH9677,1,606,77011.23530288
Q8ZLQ1,E1_250721_25...E012_sample_07,81905.287271969,TH9677,2,550,79812.5040634751
Q8ZLQ1,E1_250721_25...E012_sample_13,76006.25265234869,TH9677,3,592,77992.933149124
Q8ZLQ1,E1_250721_25...E012_sample_19,76548.07643026768,TH9677,4,583,79080.8092051712
Q8ZLQ2,E1_250721_25...E012_sample_06,228622.23608091773,EM16223,1,231,217040.092318982
Q8ZLQ2,E1_250721_25...E012_sample_12,211277.76891859746,EM16223,2,247,192112.349131292
Q8ZLQ2,E1_250721_25...E012_sample_18,223933.47375352826,EM16223,3,239,213568.09617868
Q8ZLQ2,E1_250721_25...E012_sample_24,228237.9729651553,EM16223,4,235,231630.911778093
Q8ZLQ2,E1_250721_25...E012_sample_02,213209.65827748575,EM8513,1,259,233933.828669616
Q8ZLQ2,E1_250721_25...E012_sample_08,216144.0372383775,EM8513,2,261,235520.823590107
Q8ZLQ2,E1_250721_25...E012_sample_14,194517.52209453692,EM8513,3,267,233077.871575499
Q8ZLQ2,E1_250721_25...E012_sample_20,166686.0074508719,EM8513,4,295,175300.729108004
Q8ZLQ2,E1_250721_25...E012_sample_03,194410.97271594976,EM9660,1,256,197054.889967879
Q8ZLQ2,E1_250721_25...E012_sample_09,191038.20685744632,EM9660,2,259,201973.159444792
Q8ZLQ2,E1_250721_25...E012_sample_15,203909.72110460475,EM9660,3,243,216383.430488548
Q8ZLQ2,E1_250721_25...E012_sample_21,205660.8879531915,EM9660,4,243,224422.71738325
Q8ZLQ2,E1_250721_25...E012_sample_04,235700.06510591717,EM9661,1,215,221680.195701113
Q8ZLQ2,E1_250721_25...E012_sample_10,219592.59775382,EM9661,2,234,208605.811369231
Q8ZLQ2,E1_250721_25...E012_sample_16,242520.2507121414,EM9661,3,209,233646.227499019
Q8ZLQ2,E1_250721_25...E012_sample_22,214901.1592039473,EM9661,4,236,188884.019538457
Q8ZLQ2,E1_250721_25...E012_sample_05,174666.63414241478,EM9662,1,303,162390.081300151
Q8ZLQ2,E1_250721_25...E012_sample_11,198129.66155034452,EM9662,2,264,190295.403964076
Q8ZLQ2,E1_250721_25...E012_sample_17,214214.41405516936,EM9662,3,240,203939.665839841
Q8ZLQ2,E1_250721_25...E012_sample_23,214788.35374081685,EM9662,4,247,200499.216732724
Q8ZLQ2,E1_250721_25...E012_sample_01,217579.94741883955,TH9677,1,242,231061.070995431
Q8ZLQ2,E1_250721_25...E012_sample_07,230319.08102071405,TH9677,2,227,224434.138529085
Q8ZLQ2,E1_250721_25...E012_sample_13,234810.781190129,TH9677,3,222,240948.355181005
Q8ZLQ2,E1_250721_25...E012_sample_19,200835.47360829278,TH9677,4,257,207480.481688076
Q8ZLQ3,E1_250721_25...E012_sample_06,23298.429568253516,EM16223,1,1447,22118.1167285552
Q8ZLQ3,E1_250721_25...E012_sample_12,25204.933210277744,EM16223,2,1369,22918.5444048749
Q8ZLQ3,E1_250721_25...E012_sample_18,25302.62081707142,EM16223,3,1368,24131.4193258159
Q8ZLQ3,E1_250721_25...E012_sample_24,22884.12994981536,EM16223,4,1455,23224.3207239373
Q8ZLQ3,E1_250721_25...E012_sample_02,22421.422166209784,EM8513,1,1482,24600.8045504809
Q8ZLQ3,E1_250721_25...E012_sample_08,22461.462029120685,EM8513,2,1480,24475.0773776938
Q8ZLQ3,E1_250721_25...E012_sample_14,23153.733333579115,EM8513,3,1452,27743.6337164243
Q8ZLQ3,E1_250721_25...E012_sample_20,24394.835277051407,EM8513,4,1402,25655.6172646776
Q8ZLQ3,E1_250721_25...E012_sample_03,29161.973664470897,EM9660,1,1256,29558.5657096352
Q8ZLQ3,E1_250721_25...E012_sample_09,25816.831555052013,EM9660,2,1352,27294.576942500302
Q8ZLQ3,E1_250721_25...E012_sample_15,25527.66804261423,EM9660,3,1362,27089.2645701775
Q8ZLQ3,E1_250721_25...E012_sample_21,24644.403992602398,EM9660,4,1387,26892.6394675941
Q8ZLQ3,E1_250721_25...E012_sample_04,26041.1911861937,EM9661,1,1334,24492.2136778001
Q8ZLQ3,E1_250721_25...E012_sample_10,29094.407938092183,EM9661,2,1239,27638.7393578595
Q8ZLQ3,E1_250721_25...E012_sample_16,24181.957209144795,EM9661,3,1406,23297.1187307804
Q8ZLQ3,E1_250721_25...E012_sample_22,31089.91347637891,EM9661,4,1200,27325.9941745974
Q8ZLQ3,E1_250721_25...E012_sample_05,22240.270974948635,EM9662,1,1486,20677.099719083
Q8ZLQ3,E1_250721_25...E012_sample_11,26376.0559913995,EM9662,2,1330,25333.1186788863
Q8ZLQ3,E1_250721_25...E012_sample_17,24508.82659158567,EM9662,3,1391,23333.2660048138
Q8ZLQ3,E1_250721_25...E012_sample_23,25277.226252842058,EM9662,4,1370,23595.6185547484
Q8ZLQ3,E1_250721_25...E012_sample_01,22386.572310908083,TH9677,1,1471,23773.6309592802
Q8ZLQ3,E1_250721_25...E012_sample_07,21939.49868675381,TH9677,2,1479,21378.9168734949
Q8ZLQ3,E1_250721_25...E012_sample_13,23138.56829151072,TH9677,3,1434,23743.3730377506
Q8ZLQ3,E1_250721_25...E012_sample_19,22119.76366907457,TH9677,4,1472,22851.6364088007
Q8ZLQ5,E1_250721_25...E012_sample_06,694989.2507717673,EM16223,1,86,659780.665843967
Q8ZLQ5,E1_250721_25...E012_sample_12,704305.5880917825,EM16223,2,89,640416.650209611
Q8ZLQ5,E1_250721_25...E012_sample_18,658745.8469762155,EM16223,3,86,628253.981176433
