PG.ProteinGroups,R.FileName,protein_intensity,R.Condition,R.Replicate,intensity_rank,raw_protein_intensity
Q8ZLQ5,E1_250721_25...E012_sample_24,682221.2610804866,EM16223,4,87,692363.022180357
Q8ZLQ5,E1_250721_25...E012_sample_02,523372.1905716927,EM8513,1,106,574244.437840125
Q8ZLQ5,E1_250721_25...E012_sample_08,561810.8151368824,EM8513,2,101,612175.785987281
Q8ZLQ5,E1_250721_25...E012_sample_14,541751.8840651253,EM8513,3,102,649146.538061222
Q8ZLQ5,E1_250721_25...E012_sample_20,523736.96264803526,EM8513,4,108,550804.910484595
Q8ZLQ5,E1_250721_25...E012_sample_03,641292.7178008952,EM9660,1,84,650014.061336415
Q8ZLQ5,E1_250721_25...E012_sample_09,659504.6799164253,EM9660,2,84,697254.471042763
Q8ZLQ5,E1_250721_25...E012_sample_15,632714.0884978834,EM9660,3,85,671418.921304753
Q8ZLQ5,E1_250721_25...E012_sample_21,576111.0245078071,EM9660,4,95,628667.915038455
Q8ZLQ5,E1_250721_25...E012_sample_04,695320.4036478468,EM9661,1,85,653961.478909078
Q8ZLQ5,E1_250721_25...E012_sample_10,689149.7930997511,EM9661,2,83,654669.844134172
Q8ZLQ5,E1_250721_25...E012_sample_16,726157.8573016649,EM9661,3,84,699587.12078311
Q8ZLQ5,E1_250721_25...E012_sample_22,726500.5765991256,EM9661,4,82,638546.342017726
Q8ZLQ5,E1_250721_25...E012_sample_05,689321.7251184213,EM9662,1,90,640872.319625001
Q8ZLQ5,E1_250721_25...E012_sample_11,751941.8849966567,EM9662,2,82,722209.302954814
Q8ZLQ5,E1_250721_25...E012_sample_17,802443.109074069,EM9662,3,79,763954.098242436
Q8ZLQ5,E1_250721_25...E012_sample_23,729046.541503079,EM9662,4,83,680545.560256282
Q8ZLQ5,E1_250721_25...E012_sample_01,636900.2431404334,TH9677,1,90,676362.20177033
Q8ZLQ5,E1_250721_25...E012_sample_07,733240.0007226287,TH9677,2,84,714504.795555556
Q8ZLQ5,E1_250721_25...E012_sample_13,690927.9119154534,TH9677,3,85,708987.649889362
Q8ZLQ5,E1_250721_25...E012_sample_19,695501.4073568016,TH9677,4,83,718513.340400067
Q8ZLQ6,E1_250721_25...E012_sample_06,10356.899537434154,EM16223,1,2093,9832.21260659672
Q8ZLQ6,E1_250721_25...E012_sample_12,13110.085003244363,EM16223,2,1890,11920.8435424864
Q8ZLQ6,E1_250721_25...E012_sample_18,10382.531992925235,EM16223,3,2082,9901.94790477742
Q8ZLQ6,E1_250721_25...E012_sample_24,10381.14127915702,EM16223,4,2084,10535.4651925315
Q8ZLQ6,E1_250721_25...E012_sample_02,14659.100118182447,EM8513,1,1844,16083.9778235307
Q8ZLQ6,E1_250721_25...E012_sample_08,14467.939947211225,EM8513,2,1851,15764.9555155731
Q8ZLQ6,E1_250721_25...E012_sample_14,14313.361103869183,EM8513,3,1866,17150.7826403422
Q8ZLQ6,E1_250721_25...E012_sample_20,12669.234835244475,EM8513,4,2018,13324.010442289
Q8ZLQ6,E1_250721_25...E012_sample_03,13218.920933093683,EM9660,1,1916,13398.6933637268
Q8ZLQ6,E1_250721_25...E012_sample_09,13878.81816717572,EM9660,2,1871,14673.2363158956
Q8ZLQ6,E1_250721_25...E012_sample_15,14170.025493929626,EM9660,3,1885,15036.8442949993
Q8ZLQ6,E1_250721_25...E012_sample_21,13015.479184453734,EM9660,4,1927,14202.8425321447
Q8ZLQ6,E1_250721_25...E012_sample_04,8981.03615620098,EM9661,1,2188,8446.82775887542
Q8ZLQ6,E1_250721_25...E012_sample_10,10228.349133286365,EM9661,2,2061,9716.59833592845
Q8ZLQ6,E1_250721_25...E012_sample_16,9444.293852709661,EM9661,3,2131,9098.71907025584
Q8ZLQ6,E1_250721_25...E012_sample_22,9262.177044360964,EM9661,4,2133,8140.84594190309
Q8ZLQ6,E1_250721_25...E012_sample_05,11296.127378655488,EM9662,1,1996,10502.1720513665
Q8ZLQ6,E1_250721_25...E012_sample_11,12543.83555545588,EM9662,2,1925,12047.8389535727
Q8ZLQ6,E1_250721_25...E012_sample_17,9748.106338824227,EM9662,3,2086,9280.54051861817
Q8ZLQ6,E1_250721_25...E012_sample_23,9186.879511935404,EM9662,4,2155,8575.70773405916
Q8ZLQ6,E1_250721_25...E012_sample_01,12558.178826907877,TH9677,1,1906,13336.2760857356
Q8ZLQ6,E1_250721_25...E012_sample_07,11272.172382384271,TH9677,2,2002,10984.1541863578
Q8ZLQ6,E1_250721_25...E012_sample_13,10894.753418964172,TH9677,3,2067,11179.5246500053
Q8ZLQ6,E1_250721_25...E012_sample_19,11963.982030684489,TH9677,4,2005,12359.832205118
Q8ZLQ7,E1_250721_25...E012_sample_06,8105.845254452486,EM16223,1,2256,7695.19812467879
Q8ZLQ7,E1_250721_25...E012_sample_12,7153.87603571915,EM16223,2,2253,6504.93394383381
Q8ZLQ7,E1_250721_25...E012_sample_18,8352.361761924727,EM16223,3,2229,7965.74969427394
Q8ZLQ7,E1_250721_25...E012_sample_24,9362.090272198891,EM16223,4,2157,9501.26518267542
Q8ZLQ7,E1_250721_25...E012_sample_02,16541.728862342512,EM8513,1,1752,18149.5997735066
Q8ZLQ7,E1_250721_25...E012_sample_08,12583.634678041488,EM8513,2,1977,13711.7268697114
Q8ZLQ7,E1_250721_25...E012_sample_14,10797.069227891481,EM8513,3,2104,12937.4355985637
Q8ZLQ7,E1_250721_25...E012_sample_20,10727.041319433145,EM8513,4,2170,11281.4398354496
Q8ZLQ7,E1_250721_25...E012_sample_03,11504.028502745043,EM9660,1,2028,11660.4790312321
Q8ZLQ7,E1_250721_25...E012_sample_09,7704.9622118617135,EM9660,2,2295,8145.9912492462
Q8ZLQ7,E1_250721_25...E012_sample_15,9179.716981569205,EM9660,3,2205,9741.2651080374
Q8ZLQ7,E1_250721_25...E012_sample_21,7846.082410908965,EM9660,4,2305,8561.85710853237
Q8ZLQ7,E1_250721_25...E012_sample_04,8938.846351113689,EM9661,1,2193,8407.14748028008
Q8ZLQ7,E1_250721_25...E012_sample_10,8177.575322408867,EM9661,2,2204,7768.43005007179
Q8ZLQ7,E1_250721_25...E012_sample_16,5480.692117316494,EM9661,3,2423,5280.14890935663
Q8ZLQ7,E1_250721_25...E012_sample_22,5871.240103255565,EM9661,4,2354,5160.43484589043
Q8ZLQ7,E1_250721_25...E012_sample_05,7332.239247969888,EM9662,1,2225,6816.88825937507
Q8ZLQ7,E1_250721_25...E012_sample_11,4422.562163019603,EM9662,2,2457,4247.6893504116
Q8ZLQ7,E1_250721_25...E012_sample_17,6326.0343153449085,EM9662,3,2297,6022.60744242236
Q8ZLQ7,E1_250721_25...E012_sample_23,3153.964936189839,EM9662,4,2568,2944.1424001583
Q8ZLQ7,E1_250721_25...E012_sample_01,6551.279460088182,TH9677,1,2297,6957.19282220616
Q8ZLQ7,E1_250721_25...E012_sample_07,4882.124915158107,TH9677,2,2427,4757.38047698422
Q8ZLQ7,E1_250721_25...E012_sample_13,9193.273914477886,TH9677,3,2179,9433.57122358147
Q8ZLQ7,E1_250721_25...E012_sample_19,9038.58200376527,TH9677,4,2207,9337.63998075367
Q8ZLQ8,E1_250721_25...E012_sample_06,5549.461736057823,EM16223,1,2432,5268.32257509872
Q8ZLQ8,E1_250721_25...E012_sample_12,7187.723106887518,EM16223,2,2250,6535.7106809541
Q8ZLQ8,E1_250721_25...E012_sample_18,5413.879400444887,EM16223,3,2427,5163.28308186114
Q8ZLQ8,E1_250721_25...E012_sample_24,5665.412590437417,EM16223,4,2403,5749.63345000637
Q8ZLQ8,E1_250721_25...E012_sample_02,8774.495206862304,EM8513,1,2230,9627.38402644514
Q8ZLQ8,E1_250721_25...E012_sample_08,9059.66644605232,EM8513,2,2197,9871.84347108625
Q8ZLQ8,E1_250721_25...E012_sample_14,8278.46432400288,EM8513,3,2288,9919.55286996988
Q8ZLQ8,E1_250721_25...E012_sample_20,8557.984080077658,EM8513,4,2320,9000.28065867779
Q8ZLQ8,E1_250721_25...E012_sample_03,6204.266217440417,EM9660,1,2398,6288.64194098468
Q8ZLQ8,E1_250721_25...E012_sample_09,7863.703117927676,EM9660,2,2289,8313.81842297588
Q8ZLQ8,E1_250721_25...E012_sample_15,8551.965616554884,EM9660,3,2247,9075.11249343996
Q8ZLQ8,E1_250721_25...E012_sample_21,6568.452018097033,EM9660,4,2398,7167.67230548152
Q8ZLQ8,E1_250721_25...E012_sample_04,6004.681616616425,EM9661,1,2394,5647.51221131923
Q8ZLQ8,E1_250721_25...E012_sample_10,5855.725755265788,EM9661,2,2362,5562.7486300898
Q8ZLQ8,E1_250721_25...E012_sample_16,6652.375323369017,EM9661,3,2344,6408.95922566735
Q8ZLQ8,E1_250721_25...E012_sample_22,6021.044030621302,EM9661,4,2343,5292.10266959274
Q8ZLQ8,E1_250721_25...E012_sample_05,4932.183504568114,EM9662,1,2389,4585.52192424475
Q8ZLQ8,E1_250721_25...E012_sample_11,4680.1331811980735,EM9662,2,2433,4495.07573652954
Q8ZLQ8,E1_250721_25...E012_sample_17,5018.12857809984,EM9662,3,2383,4777.43512206172
Q8ZLQ8,E1_250721_25...E012_sample_23,6232.988620469851,EM9662,4,2336,5818.32913443808
Q8ZLQ8,E1_250721_25...E012_sample_01,6398.261641912542,TH9677,1,2306,6794.6941114174
Q8ZLQ8,E1_250721_25...E012_sample_07,4137.468976794459,TH9677,2,2476,4031.75143536703
Q8ZLQ8,E1_250721_25...E012_sample_13,5924.429394144428,TH9677,3,2421,6079.28439516263
Q8ZLQ8,E1_250721_25...E012_sample_19,5704.867747815633,TH9677,4,2451,5893.62370609951
Q8ZLQ9,E1_250721_25...E012_sample_06,10953.884515781652,EM16223,1,2059,10398.9539570213
Q8ZLQ9,E1_250721_25...E012_sample_12,3583.0296309961036,EM16223,2,2512,3258.00600290747
Q8ZLQ9,E1_250721_25...E012_sample_18,9160.335350136904,EM16223,3,2174,8736.32399969045
Q8ZLQ9,E1_250721_25...E012_sample_24,14326.56742285834,EM16223,4,1841,14539.5432306684
Q8ZLQ9,E1_250721_25...E012_sample_02,10284.159457997417,EM8513,1,2130,11283.7889994978
Q8ZLQ9,E1_250721_25...E012_sample_08,17358.389120781547,EM8513,2,1685,18914.5264156199
Q8ZLQ9,E1_250721_25...E012_sample_14,12364.580893351138,EM8513,3,1994,14815.684296784
Q8ZLQ9,E1_250721_25...E012_sample_20,11432.328640727637,EM8513,4,2102,12023.1780505784
Q8ZLQ9,E1_250721_25...E012_sample_03,8105.246651285026,EM9660,1,2266,8215.47500492731
Q8ZLQ9,E1_250721_25...E012_sample_09,8117.8950317337685,EM9660,2,2271,8582.56018296866
Q8ZLQ9,E1_250721_25...E012_sample_15,11567.76220378382,EM9660,3,2039,12275.3935181268
Q8ZLQ9,E1_250721_25...E012_sample_21,14236.2569561547,EM9660,4,1863,15534.988219022
Q8ZLQ9,E1_250721_25...E012_sample_04,5739.106290559999,EM9661,1,2407,5397.73378963267
Q8ZLQ9,E1_250721_25...E012_sample_10,4117.1188506817625,EM9661,2,2506,3911.12873172923
Q8ZLQ9,E1_250721_25...E012_sample_16,9245.36389971744,EM9661,3,2147,8907.06813423418
Q8ZLQ9,E1_250721_25...E012_sample_22,3322.8083131687144,EM9661,4,2588,2920.53050189214
Q8ZLQ9,E1_250721_25...E012_sample_05,8276.476195760148,EM9662,1,2162,7694.75892695343
Q8ZLQ9,E1_250721_25...E012_sample_11,8533.926496050464,EM9662,2,2163,8196.48596408169
Q8ZLQ9,E1_250721_25...E012_sample_17,6679.604120430726,EM9662,3,2278,6359.2183479877
Q8ZLQ9,E1_250721_25...E012_sample_23,6882.226510079457,EM9662,4,2302,6424.37544036121
Q8ZLQ9,E1_250721_25...E012_sample_01,9063.030056381187,TH9677,1,2140,9624.56998511939
Q8ZLQ9,E1_250721_25...E012_sample_07,5481.600708969491,TH9677,2,2376,5341.53890952415
Q8ZLQ9,E1_250721_25...E012_sample_13,9060.941746851793,TH9677,3,2191,9297.78010715387
Q8ZLQ9,E1_250721_25...E012_sample_19,8339.283210542715,TH9677,4,2262,8615.20361104794
Q8ZLR0,E1_250721_25...E012_sample_06,38760.098073728135,EM16223,1,1021,36796.4875526686
Q8ZLR0,E1_250721_25...E012_sample_12,41973.846409174555,EM16223,2,952,38166.3166788239
Q8ZLR0,E1_250721_25...E012_sample_18,50928.98772043633,EM16223,3,834,48571.599258682
Q8ZLR0,E1_250721_25...E012_sample_24,56087.746610354196,EM16223,4,769,56921.5355278256
Q8ZLR0,E1_250721_25...E012_sample_02,37660.1334269433,EM8513,1,1041,41320.7322405044
Q8ZLR0,E1_250721_25...E012_sample_08,39837.67534457343,EM8513,2,986,43409.0258836125
Q8ZLR0,E1_250721_25...E012_sample_14,35677.950871906825,EM8513,3,1071,42750.600366777
Q8ZLR0,E1_250721_25...E012_sample_20,39352.42082625053,EM8513,4,1001,41386.2457233547
Q8ZLR0,E1_250721_25...E012_sample_03,53455.93491942929,EM9660,1,784,54182.9158432786
Q8ZLR0,E1_250721_25...E012_sample_09,48135.32082723297,EM9660,2,853,50890.5678517993
Q8ZLR0,E1_250721_25...E012_sample_15,52393.47615615362,EM9660,3,794,55598.5268601912
Q8ZLR0,E1_250721_25...E012_sample_21,50667.9232369706,EM9660,4,818,55290.2067581995
Q8ZLR0,E1_250721_25...E012_sample_04,47478.530893590505,EM9661,1,878,44654.4213526747
Q8ZLR0,E1_250721_25...E012_sample_10,46861.95936711552,EM9661,2,878,44517.3341730232
Q8ZLR0,E1_250721_25...E012_sample_16,52937.83709333676,EM9661,3,808,51000.7963973977
Q8ZLR0,E1_250721_25...E012_sample_22,60840.75515069555,EM9661,4,725,53475.0320900427
Q8ZLR0,E1_250721_25...E012_sample_05,71550.08739499329,EM9662,1,641,66521.14507246
Q8ZLR0,E1_250721_25...E012_sample_11,69612.4594228339,EM9662,2,662,66859.9087241412
Q8ZLR0,E1_250721_25...E012_sample_17,75878.15334371805,EM9662,3,617,72238.6740673609
Q8ZLR0,E1_250721_25...E012_sample_23,87070.67361751967,EM9662,4,552,81278.1585065328
Q8ZLR0,E1_250721_25...E012_sample_01,42325.7643419539,TH9677,1,933,44948.2434184341
Q8ZLR0,E1_250721_25...E012_sample_07,49439.0380159224,TH9677,2,837,48175.8083509039
Q8ZLR0,E1_250721_25...E012_sample_13,51311.6679242926,TH9677,3,820,52652.8719221857
Q8ZLR0,E1_250721_25...E012_sample_19,50659.13225873004,TH9677,4,821,52335.2820799047
Q8ZLR1,E1_250721_25...E012_sample_06,29194.038146935833,EM16223,1,1253,27715.0501333221
Q8ZLR1,E1_250721_25...E012_sample_12,29475.36145422582,EM16223,2,1237,26801.5937476459
Q8ZLR1,E1_250721_25...E012_sample_18,28897.925888207934,EM16223,3,1255,27560.305799793
Q8ZLR1,E1_250721_25...E012_sample_24,32622.48461749972,EM16223,4,1174,33107.4437712952
Q8ZLR1,E1_250721_25...E012_sample_02,16627.984690680274,EM8513,1,1746,18244.2397458753
Q8ZLR1,E1_250721_25...E012_sample_08,22845.791459496544,EM8513,2,1469,24893.86100517
Q8ZLR1,E1_250721_25...E012_sample_14,13831.46581804014,EM8513,3,1895,16573.3584251154
Q8ZLR1,E1_250721_25...E012_sample_20,18455.95683426416,EM8513,4,1693,19409.8037316415
Q8ZLR1,E1_250721_25...E012_sample_03,25897.315349163415,EM9660,1,1350,26249.5092499179
Q8ZLR1,E1_250721_25...E012_sample_09,24910.51234639337,EM9660,2,1378,26336.3803751776
Q8ZLR1,E1_250721_25...E012_sample_15,22617.747157547194,EM9660,3,1472,24001.3359508349
Q8ZLR1,E1_250721_25...E012_sample_21,26516.524644971352,EM9660,4,1324,28935.5481035306
Q8ZLR1,E1_250721_25...E012_sample_04,21961.23543746892,EM9661,1,1510,20654.9411321911
Q8ZLR1,E1_250721_25...E012_sample_10,31578.217755296402,EM9661,2,1160,29998.2777371341
Q8ZLR1,E1_250721_25...E012_sample_16,30785.167021688205,EM9661,3,1220,29658.7114536764
Q8ZLR1,E1_250721_25...E012_sample_22,34609.08879395989,EM9661,4,1101,30419.1183899693
Q8ZLR1,E1_250721_25...E012_sample_05,42142.780333564,EM9662,1,951,39180.7488487008
Q8ZLR1,E1_250721_25...E012_sample_11,38572.7609882924,EM9662,2,1019,37047.552985456
Q8ZLR1,E1_250721_25...E012_sample_17,44280.428075738135,EM9662,3,934,42156.5268837857
Q8ZLR1,E1_250721_25...E012_sample_23,44746.8856493136,EM9662,4,928,41770.0278793618
Q8ZLR1,E1_250721_25...E012_sample_01,25213.62778990504,TH9677,1,1370,26775.8491070909
Q8ZLR1,E1_250721_25...E012_sample_07,32586.42505393539,TH9677,2,1150,31753.8008675227
Q8ZLR1,E1_250721_25...E012_sample_13,29892.166304226896,TH9677,3,1234,30673.499177913
Q8ZLR1,E1_250721_25...E012_sample_19,28257.20458030781,TH9677,4,1271,29192.1457506832
Q8ZLR3,E1_250721_25...E012_sample_06,23615.62412096283,EM16223,1,1431,22419.242009207
Q8ZLR3,E1_250721_25...E012_sample_12,25935.366359429278,EM16223,2,1357,23582.7185339615
Q8ZLR3,E1_250721_25...E012_sample_18,25326.084883596657,EM16223,3,1364,24153.7972933989
Q8ZLR3,E1_250721_25...E012_sample_24,26922.659355091557,EM16223,4,1315,27322.8860776069
Q8ZLR3,E1_250721_25...E012_sample_02,17541.20023320876,EM8513,1,1694,19246.2206598274
Q8ZLR3,E1_250721_25...E012_sample_08,18831.388468010977,EM8513,2,1618,20519.5765656944
Q8ZLR3,E1_250721_25...E012_sample_14,18916.424804479997,EM8513,3,1626,22666.3386607576
Q8ZLR3,E1_250721_25...E012_sample_20,19866.46226358156,EM8513,4,1608,20893.2073715242
Q8ZLR3,E1_250721_25...E012_sample_03,25136.490010372,EM9660,1,1374,25478.3369682002
Q8ZLR3,E1_250721_25...E012_sample_09,24820.169366304493,EM9660,2,1384,26240.8661980799
Q8ZLR3,E1_250721_25...E012_sample_15,26613.82383133711,EM9660,3,1330,28241.8634474438
Q8ZLR3,E1_250721_25...E012_sample_21,27074.146266361404,EM9660,4,1306,29544.039882349
Q8ZLR3,E1_250721_25...E012_sample_04,27225.47780048927,EM9661,1,1295,25606.0567660711
Q8ZLR3,E1_250721_25...E012_sample_10,25203.033679260723,EM9661,2,1371,23942.0606313984
Q8ZLR3,E1_250721_25...E012_sample_16,29497.818118971143,EM9661,3,1257,28418.4677473813
Q8ZLR3,E1_250721_25...E012_sample_22,31547.290005478582,EM9661,4,1192,27727.9981357622
Q8ZLR3,E1_250721_25...E012_sample_05,28192.351451196468,EM9662,1,1289,26210.8345230344
Q8ZLR3,E1_250721_25...E012_sample_11,28691.721889472443,EM9662,2,1257,27557.2206839647
Q8ZLR3,E1_250721_25...E012_sample_17,32362.937850896848,EM9662,3,1158,30810.6565098259
Q8ZLR3,E1_250721_25...E012_sample_23,35169.733713836315,EM9662,4,1117,32830.0112157461
Q8ZLR3,E1_250721_25...E012_sample_01,21167.784358997444,TH9677,1,1509,22479.3276338791
Q8ZLR3,E1_250721_25...E012_sample_07,24326.135066763258,TH9677,2,1394,23704.5716892217
Q8ZLR3,E1_250721_25...E012_sample_13,28242.87351798311,TH9677,3,1276,28981.0965461294
Q8ZLR3,E1_250721_25...E012_sample_19,27783.15256587151,TH9677,4,1282,28702.4088604151
Q8ZLR4,E1_250721_25...E012_sample_06,33178.74872674123,EM16223,1,1150,31497.8928127161
Q8ZLR4,E1_250721_25...E012_sample_12,33270.01095088507,EM16223,2,1138,30252.0231641642
Q8ZLR4,E1_250721_25...E012_sample_18,36000.39820008525,EM16223,3,1072,34334.0206195745
Q8ZLR4,E1_250721_25...E012_sample_24,35168.14834724439,EM16223,4,1101,35690.950815021
Q8ZLR4,E1_250721_25...E012_sample_02,27057.87881272004,EM8513,1,1316,29687.9289497294
Q8ZLR4,E1_250721_25...E012_sample_08,26557.10915097461,EM8513,2,1326,28937.8892858921
Q8ZLR4,E1_250721_25...E012_sample_14,25180.629507490703,EM8513,3,1373,30172.3334090424
Q8ZLR4,E1_250721_25...E012_sample_20,27712.413843152433,EM8513,4,1311,29144.6560292662
Q8ZLR4,E1_250721_25...E012_sample_03,36102.74377078931,EM9660,1,1062,36593.7277197099
Q8ZLR4,E1_250721_25...E012_sample_09,33525.077727014825,EM9660,2,1131,35444.0401244453
Q8ZLR4,E1_250721_25...E012_sample_15,36230.66062115372,EM9660,3,1079,38446.9881651687
Q8ZLR4,E1_250721_25...E012_sample_21,37903.23460354514,EM9660,4,1030,41361.0336510775
Q8ZLR4,E1_250721_25...E012_sample_04,35647.050907006786,EM9661,1,1081,33526.6993570059
Q8ZLR4,E1_250721_25...E012_sample_10,34172.114187224,EM9661,2,1101,32462.3948126861
Q8ZLR4,E1_250721_25...E012_sample_16,36988.10994022379,EM9661,3,1065,35634.6833902543
Q8ZLR4,E1_250721_25...E012_sample_22,42967.51430094235,EM9661,4,936,37765.626024548
Q8ZLR4,E1_250721_25...E012_sample_05,36466.266117181534,EM9662,1,1059,33903.2119589236
Q8ZLR4,E1_250721_25...E012_sample_11,38901.72982820112,EM9662,2,1014,37363.5140474806
Q8ZLR4,E1_250721_25...E012_sample_17,42118.86055216921,EM9662,3,970,40098.6384807515
Q8ZLR4,E1_250721_25...E012_sample_23,43704.96451423825,EM9662,4,943,40797.4222057229
Q8ZLR4,E1_250721_25...E012_sample_01,31952.405726844583,TH9677,1,1171,33932.157699777
Q8ZLR4,E1_250721_25...E012_sample_07,38951.424554576246,TH9677,2,1002,37956.1666173926
Q8ZLR4,E1_250721_25...E012_sample_13,36943.10067765992,TH9677,3,1045,37908.7335702907
Q8ZLR4,E1_250721_25...E012_sample_19,38367.32042328055,TH9677,4,1001,39636.7732227874
Q8ZLR5,E1_250721_25...E012_sample_06,18094.322916047626,EM16223,1,1654,17177.6533353408
Q8ZLR5,E1_250721_25...E012_sample_12,18799.491834117463,EM16223,2,1600,17094.1531483057
Q8ZLR5,E1_250721_25...E012_sample_18,18479.624620460287,EM16223,3,1638,17624.2442995916
Q8ZLR5,E1_250721_25...E012_sample_24,16615.604106862967,EM16223,4,1713,16862.6082637181
Q8ZLR5,E1_250721_25...E012_sample_02,14790.18784140009,EM8513,1,1841,16227.8073912512
Q8ZLR5,E1_250721_25...E012_sample_08,14913.009049781962,EM8513,2,1837,16249.9239788778
Q8ZLR5,E1_250721_25...E012_sample_14,14439.345144497323,EM8513,3,1856,17301.74123639
Q8ZLR5,E1_250721_25...E012_sample_20,16191.905784586372,EM8513,4,1805,17028.7412428586
Q8ZLR5,E1_250721_25...E012_sample_03,17217.11710505231,EM9660,1,1702,17451.2635233671
Q8ZLR5,E1_250721_25...E012_sample_09,17816.449710980436,EM9660,2,1671,18836.2563563065
Q8ZLR5,E1_250721_25...E012_sample_15,16785.40777272015,EM9660,3,1723,17812.2165845496
Q8ZLR5,E1_250721_25...E012_sample_21,17013.52307969842,EM9660,4,1710,18565.6160478972
Q8ZLR5,E1_250721_25...E012_sample_04,18424.85962103254,EM9661,1,1636,17328.9153938952
Q8ZLR5,E1_250721_25...E012_sample_10,17647.630539813075,EM9661,2,1657,16764.6738786216
Q8ZLR5,E1_250721_25...E012_sample_16,18727.326463844907,EM9661,3,1636,18042.0775855682
Q8ZLR5,E1_250721_25...E012_sample_22,19484.241676353136,EM9661,4,1589,17125.3700962852
Q8ZLR5,E1_250721_25...E012_sample_05,17673.701508429538,EM9662,1,1656,16431.4944231901
Q8ZLR5,E1_250721_25...E012_sample_11,18527.753375193235,EM9662,2,1622,17795.1462970792
Q8ZLR5,E1_250721_25...E012_sample_17,19059.188146251556,EM9662,3,1602,18145.0182933262
Q8ZLR5,E1_250721_25...E012_sample_23,19578.697117650237,EM9662,4,1580,18276.1931378877
Q8ZLR5,E1_250721_25...E012_sample_01,15634.22464012008,TH9677,1,1739,16602.9118601419
Q8ZLR5,E1_250721_25...E012_sample_07,19023.085878642327,TH9677,2,1592,18537.0220843922
Q8ZLR5,E1_250721_25...E012_sample_13,17461.144067585443,TH9677,3,1672,17917.5501284016
Q8ZLR5,E1_250721_25...E012_sample_19,15795.534976183346,TH9677,4,1763,16318.1590706994
Q8ZLR6,E1_250721_25...E012_sample_06,66026.47702668367,EM16223,1,678,62681.5348980163
Q8ZLR6,E1_250721_25...E012_sample_12,74385.29685302233,EM16223,2,608,67637.661039333
Q8ZLR6,E1_250721_25...E012_sample_18,59159.47266108845,EM16223,3,727,56421.1135360207
Q8ZLR6,E1_250721_25...E012_sample_24,64982.391336794986,EM16223,4,678,65948.4062152998
Q8ZLR6,E1_250721_25...E012_sample_02,223930.74057039275,EM8513,1,248,245697.009796231
Q8ZLR6,E1_250721_25...E012_sample_08,216377.8281429692,EM8513,2,258,235775.573279716
Q8ZLR6,E1_250721_25...E012_sample_14,152158.95565514328,EM8513,3,327,182322.318027552
Q8ZLR6,E1_250721_25...E012_sample_20,159078.15710716957,EM8513,4,309,167299.687313367
Q8ZLR6,E1_250721_25...E012_sample_03,143360.13746505496,EM9660,1,337,145309.782258184
Q8ZLR6,E1_250721_25...E012_sample_09,134212.19620491422,EM9660,2,376,141894.45006547
Q8ZLR6,E1_250721_25...E012_sample_15,116869.18785106388,EM9660,3,424,124018.392299457
Q8ZLR6,E1_250721_25...E012_sample_21,115434.94760439328,EM9660,4,426,125965.733592803
Q8ZLR6,E1_250721_25...E012_sample_04,65520.70611635201,EM9661,1,675,61623.4151136999
